,Distance
"('C62', 'C39')",8.0
"('C62', 'C40')",8.3
"('C62', 'C41')",15.13
"('C62', 'C42')",13.6
"('C62', 'C43')",9.31
"('C62', 'C44')",3.61
"('C62', 'C45')",11.93
"('C62', 'C46')",18.76
"('C62', 'C47')",19.24
"('C62', 'C48')",11.19
"('C62', 'C49')",11.18
"('C62', 'C50')",7.35
"('C62', 'C51')",15.45
"('C62', 'C52')",20.48
"('C62', 'C53')",19.74
"('C62', 'C54')",17.54
"('C62', 'C55')",6.38
"('C62', 'C56')",12.76
"('C62', 'C57')",7.99
"('C62', 'C58')",16.27
"('C62', 'C59')",13.45
"('C62', 'C60')",17.93
"('C62', 'C61')",12.72
"('C62', 'C62')",0.0
"('C62', 'C63')",16.4
"('C62', 'C64')",11.67
"('C62', 'C65')",15.74
"('C62', 'C66')",18.3
"('C62', 'C67')",12.96
"('C62', 'C68')",19.49
"('C62', 'C69')",12.17
"('C62', 'C70')",19.85
"('C62', 'C71')",10.43
"('C62', 'C72')",14.62
"('C62', 'C73')",15.9
"('C62', 'C74')",13.41
"('C62', 'C75')",10.03
"('C62', 'C76')",16.06
"('C62', 'C77')",28.42
"('C62', 'C78')",5.12
"('C62', 'C79')",16.97
"('C62', 'C80')",17.63
"('C62', 'C81')",16.61
"('C62', 'C82')",15.66
"('C62', 'C83')",19.29
"('C62', 'C84')",11.55
"('C62', 'C85')",8.43
"('C62', 'C86')",23.54
"('C62', 'C87')",12.69
"('C62', 'C88')",16.89
"('C63', 'C39')",15.34
"('C63', 'C40')",8.32
"('C63', 'C41')",4.2
"('C63', 'C42')",28.15
"('C63', 'C43')",10.56
"('C63', 'C44')",13.81
"('C63', 'C45')",21.53
"('C63', 'C46')",25.77
"('C63', 'C47')",4.86
"('C63', 'C48')",20.79
"('C63', 'C49')",12.88
"('C63', 'C50')",10.27
"('C63', 'C51')",22.46
"('C63', 'C52')",23.47
"('C63', 'C53')",22.73
"('C63', 'C54')",20.54
"('C63', 'C55')",19.89
"('C63', 'C56')",17.29
"('C63', 'C57')",12.95
"('C63', 'C58')",10.85
"('C63', 'C59')",16.39
"('C63', 'C60')",24.94
"('C63', 'C61')",12.47
"('C63', 'C62')",13.56
"('C63', 'C63')",0.0
"('C63', 'C64')",26.21
"('C63', 'C65')",27.43
"('C63', 'C66')",8.61
"('C63', 'C67')",5.12
"('C63', 'C68')",22.44
"('C63', 'C69')",6.14
"('C63', 'C70')",22.8
"('C63', 'C71')",17.72
"('C63', 'C72')",5.61
"('C63', 'C73')",18.89
"('C63', 'C74')",4.71
"('C63', 'C75')",21.83
"('C63', 'C76')",27.06
"('C63', 'C77')",18.73
"('C63', 'C78')",10.53
"('C63', 'C79')",19.92
"('C63', 'C80')",20.63
"('C63', 'C81')",2.59
"('C63', 'C82')",4.29
"('C63', 'C83')",22.28
"('C63', 'C84')",11.55
"('C63', 'C85')",16.93
"('C63', 'C86')",26.53
"('C63', 'C87')",27.23
"('C63', 'C88')",23.93
"('C64', 'C39')",12.96
"('C64', 'C40')",17.74
"('C64', 'C41')",22.2
"('C64', 'C42')",3.05
"('C64', 'C43')",17.18
"('C64', 'C44')",11.3
"('C64', 'C45')",10.88
"('C64', 'C46')",6.53
"('C64', 'C47')",28.69
"('C64', 'C48')",10.14
"('C64', 'C49')",26.68
"('C64', 'C50')",16.12
"('C64', 'C51')",7.08
"('C64', 'C52')",19.18
"('C64', 'C53')",18.43
"('C64', 'C54')",15.97
"('C64', 'C55')",7.19
"('C64', 'C56')",12.76
"('C64', 'C57')",15.16
"('C64', 'C58')",25.72
"('C64', 'C59')",14.05
"('C64', 'C60')",7.99
"('C64', 'C61')",28.21
"('C64', 'C62')",12.12
"('C64', 'C63')",25.38
"('C64', 'C64')",0.0
"('C64', 'C65')",4.4
"('C64', 'C66')",27.75
"('C64', 'C67')",22.42
"('C64', 'C68')",14.12
"('C64', 'C69')",20.35
"('C64', 'C70')",14.27
"('C64', 'C71')",25.92
"('C64', 'C72')",22.8
"('C64', 'C73')",17.31
"('C64', 'C74')",22.87
"('C64', 'C75')",13.37
"('C64', 'C76')",4.72
"('C64', 'C77')",37.87
"('C64', 'C78')",13.99
"('C64', 'C79')",12.7
"('C64', 'C80')",16.33
"('C64', 'C81')",23.68
"('C64', 'C82')",22.72
"('C64', 'C83')",17.98
"('C64', 'C84')",15.53
"('C64', 'C85')",10.78
"('C64', 'C86')",22.23
"('C64', 'C87')",5.88
"('C64', 'C88')",11.35
"('C65', 'C39')",14.63
"('C65', 'C40')",19.41
"('C65', 'C41')",23.87
"('C65', 'C42')",3.67
"('C65', 'C43')",18.85
"('C65', 'C44')",13.19
"('C65', 'C45')",8.83
"('C65', 'C46')",4.09
"('C65', 'C47')",30.36
"('C65', 'C48')",9.27
"('C65', 'C49')",28.35
"('C65', 'C50')",17.79
"('C65', 'C51')",6.53
"('C65', 'C52')",17.13
"('C65', 'C53')",16.39
"('C65', 'C54')",13.92
"('C65', 'C55')",9.54
"('C65', 'C56')",11.29
"('C65', 'C57')",16.84
"('C65', 'C58')",27.39
"('C65', 'C59')",11.69
"('C65', 'C60')",5.94
"('C65', 'C61')",29.89
"('C65', 'C62')",14.02
"('C65', 'C63')",27.05
"('C65', 'C64')",4.3
"('C65', 'C65')",0.0
"('C65', 'C66')",29.42
"('C65', 'C67')",24.09
"('C65', 'C68')",12.08
"('C65', 'C69')",22.03
"('C65', 'C70')",12.22
"('C65', 'C71')",27.6
"('C65', 'C72')",24.47
"('C65', 'C73')",15.85
"('C65', 'C74')",24.54
"('C65', 'C75')",15.26
"('C65', 'C76')",0.7
"('C65', 'C77')",39.54
"('C65', 'C78')",19.26
"('C65', 'C79')",10.65
"('C65', 'C80')",14.28
"('C65', 'C81')",25.35
"('C65', 'C82')",24.4
"('C65', 'C83')",15.93
"('C65', 'C84')",17.2
"('C65', 'C85')",12.45
"('C65', 'C86')",20.18
"('C65', 'C87')",9.57
"('C65', 'C88')",9.3
"('C66', 'C39')",21.0
"('C66', 'C40')",14.98
"('C66', 'C41')",11.52
"('C66', 'C42')",29.18
"('C66', 'C43')",15.28
"('C66', 'C44')",16.73
"('C66', 'C45')",25.86
"('C66', 'C46')",32.69
"('C66', 'C47')",2.49
"('C66', 'C48')",25.12
"('C66', 'C49')",10.96
"('C66', 'C50')",14.99
"('C66', 'C51')",29.38
"('C66', 'C52')",28.19
"('C66', 'C53')",27.45
"('C66', 'C54')",25.26
"('C66', 'C55')",20.13
"('C66', 'C56')",25.33
"('C66', 'C57')",20.1
"('C66', 'C58')",3.37
"('C66', 'C59')",21.11
"('C66', 'C60')",31.86
"('C66', 'C61')",9.12
"('C66', 'C62')",17.29
"('C66', 'C63')",7.12
"('C66', 'C64')",27.24
"('C66', 'C65')",31.32
"('C66', 'C66')",0.0
"('C66', 'C67')",6.94
"('C66', 'C68')",27.16
"('C66', 'C69')",10.86
"('C66', 'C70')",27.51
"('C66', 'C71')",13.34
"('C66', 'C72')",12.84
"('C66', 'C73')",23.61
"('C66', 'C74')",7.93
"('C66', 'C75')",25.56
"('C66', 'C76')",33.99
"('C66', 'C77')",12.03
"('C66', 'C78')",13.45
"('C66', 'C79')",24.64
"('C66', 'C80')",25.35
"('C66', 'C81')",8.21
"('C66', 'C82')",12.05
"('C66', 'C83')",27.0
"('C66', 'C84')",17.55
"('C66', 'C85')",21.22
"('C66', 'C86')",31.25
"('C66', 'C87')",28.27
"('C66', 'C88')",33.81
"('C67', 'C39')",13.04
"('C67', 'C40')",6.13
"('C67', 'C41')",6.69
"('C67', 'C42')",22.85
"('C67', 'C43')",10.44
"('C67', 'C44')",11.45
"('C67', 'C45')",16.52
"('C67', 'C46')",25.65
"('C67', 'C47')",6.48
"('C67', 'C48')",15.78
"('C67', 'C49')",9.1
"('C67', 'C50')",10.16
"('C67', 'C51')",22.34
"('C67', 'C52')",23.36
"('C67', 'C53')",22.62
"('C67', 'C54')",20.42
"('C67', 'C55')",14.85
"('C67', 'C56')",17.18
"('C67', 'C57')",10.76
"('C67', 'C58')",7.78
"('C67', 'C59')",16.27
"('C67', 'C60')",24.82
"('C67', 'C61')",8.42
"('C67', 'C62')",10.47
"('C67', 'C63')",6.38
"('C67', 'C64')",20.91
"('C67', 'C65')",27.31
"('C67', 'C66')",5.54
"('C67', 'C67')",0.0
"('C67', 'C68')",22.32
"('C67', 'C69')",6.02
"('C67', 'C70')",22.68
"('C67', 'C71')",15.3
"('C67', 'C72')",8.0
"('C67', 'C73')",18.78
"('C67', 'C74')",0.94
"('C67', 'C75')",18.74
"('C67', 'C76')",26.95
"('C67', 'C77')",15.66
"('C67', 'C78')",8.17
"('C67', 'C79')",19.8
"('C67', 'C80')",20.51
"('C67', 'C81')",8.17
"('C67', 'C82')",7.22
"('C67', 'C83')",22.17
"('C67', 'C84')",12.71
"('C67', 'C85')",13.85
"('C67', 'C86')",26.42
"('C67', 'C87')",21.93
"('C67', 'C88')",23.82
"('C68', 'C39')",11.93
"('C68', 'C40')",17.5
"('C68', 'C41')",19.15
"('C68', 'C42')",14.08
"('C68', 'C43')",12.84
"('C68', 'C44')",17.01
"('C68', 'C45')",5.06
"('C68', 'C46')",8.9
"('C68', 'C47')",26.12
"('C68', 'C48')",8.11
"('C68', 'C49')",28.52
"('C68', 'C50')",14.04
"('C68', 'C51')",7.82
"('C68', 'C52')",6.78
"('C68', 'C53')",4.78
"('C68', 'C54')",3.77
"('C68', 'C55')",13.27
"('C68', 'C56')",6.43
"('C68', 'C57')",14.93
"('C68', 'C58')",27.43
"('C68', 'C59')",6.27
"('C68', 'C60')",8.34
"('C68', 'C61')",30.06
"('C68', 'C62')",18.46
"('C68', 'C63')",21.22
"('C68', 'C64')",14.26
"('C68', 'C65')",12.79
"('C68', 'C66')",25.18
"('C68', 'C67')",24.26
"('C68', 'C68')",0.0
"('C68', 'C69')",16.53
"('C68', 'C70')",2.47
"('C68', 'C71')",27.77
"('C68', 'C72')",17.4
"('C68', 'C73')",7.59
"('C68', 'C74')",21.46
"('C68', 'C75')",19.38
"('C68', 'C76')",12.43
"('C68', 'C77')",35.3
"('C68', 'C78')",19.44
"('C68', 'C79')",1.73
"('C68', 'C80')",4.68
"('C68', 'C81')",20.64
"('C68', 'C82')",19.68
"('C68', 'C83')",4.32
"('C68', 'C84')",10.81
"('C68', 'C85')",10.54
"('C68', 'C86')",9.67
"('C68', 'C87')",17.12
"('C68', 'C88')",4.06
"('C69', 'C39')",9.6
"('C69', 'C40')",3.6
"('C69', 'C41')",4.0
"('C69', 'C42')",22.41
"('C69', 'C43')",4.81
"('C69', 'C44')",9.31
"('C69', 'C45')",15.79
"('C69', 'C46')",20.02
"('C69', 'C47')",10.73
"('C69', 'C48')",15.05
"('C69', 'C49')",13.09
"('C69', 'C50')",4.53
"('C69', 'C51')",16.71
"('C69', 'C52')",17.73
"('C69', 'C53')",16.99
"('C69', 'C54')",14.79
"('C69', 'C55')",14.15
"('C69', 'C56')",11.55
"('C69', 'C57')",8.23
"('C69', 'C58')",12.03
"('C69', 'C59')",10.65
"('C69', 'C60')",19.2
"('C69', 'C61')",14.63
"('C69', 'C62')",9.05
"('C69', 'C63')",6.86
"('C69', 'C64')",20.47
"('C69', 'C65')",21.68
"('C69', 'C66')",9.79
"('C69', 'C67')",6.44
"('C69', 'C68')",16.7
"('C69', 'C69')",0.0
"('C69', 'C70')",17.05
"('C69', 'C71')",12.34
"('C69', 'C72')",4.87
"('C69', 'C73')",13.15
"('C69', 'C74')",6.06
"('C69', 'C75')",17.32
"('C69', 'C76')",21.32
"('C69', 'C77')",19.91
"('C69', 'C78')",5.12
"('C69', 'C79')",14.18
"('C69', 'C80')",14.89
"('C69', 'C81')",5.49
"('C69', 'C82')",4.53
"('C69', 'C83')",16.54
"('C69', 'C84')",7.81
"('C69', 'C85')",11.19
"('C69', 'C86')",20.79
"('C69', 'C87')",21.49
"('C69', 'C88')",18.19
"('C70', 'C39')",12.68
"('C70', 'C40')",18.25
"('C70', 'C41')",19.9
"('C70', 'C42')",14.83
"('C70', 'C43')",13.58
"('C70', 'C44')",17.76
"('C70', 'C45')",5.81
"('C70', 'C46')",9.05
"('C70', 'C47')",26.87
"('C70', 'C48')",8.85
"('C70', 'C49')",29.27
"('C70', 'C50')",14.79
"('C70', 'C51')",8.57
"('C70', 'C52')",7.35
"('C70', 'C53')",5.33
"('C70', 'C54')",4.74
"('C70', 'C55')",14.02
"('C70', 'C56')",7.18
"('C70', 'C57')",15.67
"('C70', 'C58')",28.17
"('C70', 'C59')",7.02
"('C70', 'C60')",8.49
"('C70', 'C61')",30.81
"('C70', 'C62')",19.2
"('C70', 'C63')",21.97
"('C70', 'C64')",15.0
"('C70', 'C65')",13.54
"('C70', 'C66')",25.93
"('C70', 'C67')",25.01
"('C70', 'C68')",2.42
"('C70', 'C69')",17.28
"('C70', 'C70')",0.0
"('C70', 'C71')",28.52
"('C70', 'C72')",18.15
"('C70', 'C73')",8.73
"('C70', 'C74')",22.21
"('C70', 'C75')",20.13
"('C70', 'C76')",13.18
"('C70', 'C77')",36.05
"('C70', 'C78')",20.18
"('C70', 'C79')",2.47
"('C70', 'C80')",5.82
"('C70', 'C81')",21.38
"('C70', 'C82')",20.43
"('C70', 'C83')",5.46
"('C70', 'C84')",11.94
"('C70', 'C85')",11.28
"('C70', 'C86')",8.89
"('C70', 'C87')",17.07
"('C70', 'C88')",4.21
"('C71', 'C39')",16.08
"('C71', 'C40')",9.96
"('C71', 'C41')",15.75
"('C71', 'C42')",21.68
"('C71', 'C43')",15.27
"('C71', 'C44')",10.0
"('C71', 'C45')",20.84
"('C71', 'C46')",27.67
"('C71', 'C47')",20.49
"('C71', 'C48')",20.1
"('C71', 'C49')",2.46
"('C71', 'C50')",14.99
"('C71', 'C51')",24.36
"('C71', 'C52')",28.19
"('C71', 'C53')",27.45
"('C71', 'C54')",25.25
"('C71', 'C55')",14.46
"('C71', 'C56')",22.01
"('C71', 'C57')",15.08
"('C71', 'C58')",10.09
"('C71', 'C59')",21.1
"('C71', 'C60')",26.84
"('C71', 'C61')",4.0
"('C71', 'C62')",9.3
"('C71', 'C63')",17.82
"('C71', 'C64')",19.74
"('C71', 'C65')",23.82
"('C71', 'C66')",19.55
"('C71', 'C67')",14.21
"('C71', 'C68')",27.15
"('C71', 'C69')",12.8
"('C71', 'C70')",27.51
"('C71', 'C71')",0.0
"('C71', 'C72')",15.24
"('C71', 'C73')",23.61
"('C71', 'C74')",14.66
"('C71', 'C75')",17.57
"('C71', 'C76')",24.14
"('C71', 'C77')",29.67
"('C71', 'C78')",8.29
"('C71', 'C79')",24.63
"('C71', 'C80')",25.35
"('C71', 'C81')",17.24
"('C71', 'C82')",16.28
"('C71', 'C83')",27.0
"('C71', 'C84')",18.27
"('C71', 'C85')",18.17
"('C71', 'C86')",31.25
"('C71', 'C87')",20.76
"('C71', 'C88')",28.79
"('C72', 'C39')",12.59
"('C72', 'C40')",8.02
"('C72', 'C41')",2.03
"('C72', 'C42')",25.41
"('C72', 'C43')",7.81
"('C72', 'C44')",13.73
"('C72', 'C45')",18.79
"('C72', 'C46')",23.02
"('C72', 'C47')",12.7
"('C72', 'C48')",18.04
"('C72', 'C49')",17.51
"('C72', 'C50')",7.53
"('C72', 'C51')",19.71
"('C72', 'C52')",16.88
"('C72', 'C53')",16.14
"('C72', 'C54')",13.95
"('C72', 'C55')",17.15
"('C72', 'C56')",14.55
"('C72', 'C57')",11.56
"('C72', 'C58')",14.01
"('C72', 'C59')",13.64
"('C72', 'C60')",22.19
"('C72', 'C61')",19.05
"('C72', 'C62')",13.48
"('C72', 'C63')",5.63
"('C72', 'C64')",23.47
"('C72', 'C65')",24.68
"('C72', 'C66')",11.76
"('C72', 'C67')",8.45
"('C72', 'C68')",19.69
"('C72', 'C69')",3.39
"('C72', 'C70')",18.26
"('C72', 'C71')",16.76
"('C72', 'C72')",0.0
"('C72', 'C73')",11.63
"('C72', 'C74')",8.04
"('C72', 'C75')",21.75
"('C72', 'C76')",24.32
"('C72', 'C77')",21.88
"('C72', 'C78')",9.54
"('C72', 'C79')",17.17
"('C72', 'C80')",14.04
"('C72', 'C81')",4.26
"('C72', 'C82')",4.17
"('C72', 'C83')",15.69
"('C72', 'C84')",7.45
"('C72', 'C85')",14.19
"('C72', 'C86')",19.94
"('C72', 'C87')",24.49
"('C72', 'C88')",21.18
"('C73', 'C39')",8.86
"('C73', 'C40')",15.79
"('C73', 'C41')",16.0
"('C73', 'C42')",18.03
"('C73', 'C43')",9.69
"('C73', 'C44')",13.5
"('C73', 'C45')",10.29
"('C73', 'C46')",15.07
"('C73', 'C47')",22.98
"('C73', 'C48')",9.66
"('C73', 'C49')",26.74
"('C73', 'C50')",10.9
"('C73', 'C51')",11.76
"('C73', 'C52')",6.1
"('C73', 'C53')",5.81
"('C73', 'C54')",4.92
"('C73', 'C55')",12.01
"('C73', 'C56')",6.49
"('C73', 'C57')",13.21
"('C73', 'C58')",24.28
"('C73', 'C59')",5.7
"('C73', 'C60')",14.25
"('C73', 'C61')",28.28
"('C73', 'C62')",14.94
"('C73', 'C63')",16.09
"('C73', 'C64')",18.2
"('C73', 'C65')",16.73
"('C73', 'C66')",22.04
"('C73', 'C67')",22.62
"('C73', 'C68')",8.22
"('C73', 'C69')",13.39
"('C73', 'C70')",9.23
"('C73', 'C71')",25.99
"('C73', 'C72')",12.31
"('C73', 'C73')",0.0
"('C73', 'C74')",18.32
"('C73', 'C75')",17.22
"('C73', 'C76')",16.37
"('C73', 'C77')",32.16
"('C73', 'C78')",17.9
"('C73', 'C79')",7.77
"('C73', 'C80')",3.82
"('C73', 'C81')",14.72
"('C73', 'C82')",14.64
"('C73', 'C83')",6.66
"('C73', 'C84')",6.06
"('C73', 'C85')",9.06
"('C73', 'C86')",9.16
"('C73', 'C87')",19.36
"('C73', 'C88')",11.66
"('C74', 'C39')",12.29
"('C74', 'C40')",5.39
"('C74', 'C41')",6.51
"('C74', 'C42')",23.5
"('C74', 'C43')",9.55
"('C74', 'C44')",9.92
"('C74', 'C45')",15.78
"('C74', 'C46')",22.61
"('C74', 'C47')",8.54
"('C74', 'C48')",15.04
"('C74', 'C49')",8.98
"('C74', 'C50')",9.27
"('C74', 'C51')",19.3
"('C74', 'C52')",22.47
"('C74', 'C53')",21.73
"('C74', 'C54')",19.53
"('C74', 'C55')",14.69
"('C74', 'C56')",16.28
"('C74', 'C57')",10.02
"('C74', 'C58')",9.84
"('C74', 'C59')",15.38
"('C74', 'C60')",21.78
"('C74', 'C61')",8.58
"('C74', 'C62')",9.66
"('C74', 'C63')",5.7
"('C74', 'C64')",21.56
"('C74', 'C65')",24.27
"('C74', 'C66')",7.6
"('C74', 'C67')",0.9
"('C74', 'C68')",21.43
"('C74', 'C69')",4.97
"('C74', 'C70')",21.79
"('C74', 'C71')",13.77
"('C74', 'C72')",7.83
"('C74', 'C73')",17.89
"('C74', 'C74')",0.0
"('C74', 'C75')",17.94
"('C74', 'C76')",23.9
"('C74', 'C77')",17.72
"('C74', 'C78')",6.64
"('C74', 'C79')",18.91
"('C74', 'C80')",19.62
"('C74', 'C81')",8.0
"('C74', 'C82')",7.04
"('C74', 'C83')",21.27
"('C74', 'C84')",12.55
"('C74', 'C85')",13.11
"('C74', 'C86')",25.52
"('C74', 'C87')",22.58
"('C74', 'C88')",23.72
"('C75', 'C39')",12.36
"('C75', 'C40')",13.63
"('C75', 'C41')",20.46
"('C75', 'C42')",14.54
"('C75', 'C43')",16.59
"('C75', 'C44')",8.07
"('C75', 'C45')",12.84
"('C75', 'C46')",18.63
"('C75', 'C47')",24.57
"('C75', 'C48')",12.25
"('C75', 'C49')",19.44
"('C75', 'C50')",15.53
"('C75', 'C51')",14.71
"('C75', 'C52')",22.0
"('C75', 'C53')",21.26
"('C75', 'C54')",19.07
"('C75', 'C55')",7.11
"('C75', 'C56')",13.27
"('C75', 'C57')",14.06
"('C75', 'C58')",21.6
"('C75', 'C59')",14.28
"('C75', 'C60')",17.8
"('C75', 'C61')",20.98
"('C75', 'C62')",8.89
"('C75', 'C63')",21.73
"('C75', 'C64')",12.6
"('C75', 'C65')",16.68
"('C75', 'C66')",23.63
"('C75', 'C67')",18.3
"('C75', 'C68')",18.4
"('C75', 'C69')",17.51
"('C75', 'C70')",19.23
"('C75', 'C71')",18.69
"('C75', 'C72')",19.96
"('C75', 'C73')",17.42
"('C75', 'C74')",18.75
"('C75', 'C75')",0.0
"('C75', 'C76')",17.0
"('C75', 'C77')",33.75
"('C75', 'C78')",10.76
"('C75', 'C79')",16.97
"('C75', 'C80')",19.16
"('C75', 'C81')",21.95
"('C75', 'C82')",20.99
"('C75', 'C83')",20.81
"('C75', 'C84')",14.94
"('C75', 'C85')",9.16
"('C75', 'C86')",25.06
"('C75', 'C87')",13.62
"('C75', 'C88')",17.63
"('C76', 'C39')",15.87
"('C76', 'C40')",20.4
"('C76', 'C41')",24.08
"('C76', 'C42')",4.12
"('C76', 'C43')",17.89
"('C76', 'C44')",13.64
"('C76', 'C45')",8.47
"('C76', 'C46')",3.73
"('C76', 'C47')",31.33
"('C76', 'C48')",8.9
"('C76', 'C49')",29.32
"('C76', 'C50')",18.49
"('C76', 'C51')",6.17
"('C76', 'C52')",16.76
"('C76', 'C53')",16.02
"('C76', 'C54')",13.56
"('C76', 'C55')",9.99
"('C76', 'C56')",10.93
"('C76', 'C57')",17.04
"('C76', 'C58')",28.37
"('C76', 'C59')",11.32
"('C76', 'C60')",5.58
"('C76', 'C61')",30.86
"('C76', 'C62')",14.46
"('C76', 'C63')",27.26
"('C76', 'C64')",4.75
"('C76', 'C65')",0.7
"('C76', 'C66')",30.39
"('C76', 'C67')",25.06
"('C76', 'C68')",11.71
"('C76', 'C69')",22.23
"('C76', 'C70')",11.86
"('C76', 'C71')",28.57
"('C76', 'C72')",24.68
"('C76', 'C73')",15.48
"('C76', 'C74')",25.51
"('C76', 'C75')",15.71
"('C76', 'C76')",0.0
"('C76', 'C77')",40.52
"('C76', 'C78')",20.23
"('C76', 'C79')",10.29
"('C76', 'C80')",13.92
"('C76', 'C81')",25.56
"('C76', 'C82')",24.61
"('C76', 'C83')",15.57
"('C76', 'C84')",18.45
"('C76', 'C85')",12.66
"('C76', 'C86')",19.82
"('C76', 'C87')",10.02
"('C76', 'C88')",8.94
"('C77', 'C39')",28.25
"('C77', 'C40')",22.22
"('C77', 'C41')",18.52
"('C77', 'C42')",36.43
"('C77', 'C43')",22.27
"('C77', 'C44')",23.97
"('C77', 'C45')",33.1
"('C77', 'C46')",37.48
"('C77', 'C47')",13.39
"('C77', 'C48')",32.36
"('C77', 'C49')",17.72
"('C77', 'C50')",21.99
"('C77', 'C51')",34.17
"('C77', 'C52')",35.19
"('C77', 'C53')",34.45
"('C77', 'C54')",32.25
"('C77', 'C55')",27.37
"('C77', 'C56')",29.0
"('C77', 'C57')",27.34
"('C77', 'C58')",10.61
"('C77', 'C59')",28.1
"('C77', 'C60')",36.65
"('C77', 'C61')",15.87
"('C77', 'C62')",24.53
"('C77', 'C63')",17.35
"('C77', 'C64')",34.49
"('C77', 'C65')",39.14
"('C77', 'C66')",10.41
"('C77', 'C67')",13.94
"('C77', 'C68')",34.15
"('C77', 'C69')",17.85
"('C77', 'C70')",34.51
"('C77', 'C71')",20.1
"('C77', 'C72')",19.83
"('C77', 'C73')",30.61
"('C77', 'C74')",14.92
"('C77', 'C75')",32.8
"('C77', 'C76')",38.78
"('C77', 'C77')",0.0
"('C77', 'C78')",20.69
"('C77', 'C79')",31.63
"('C77', 'C80')",32.34
"('C77', 'C81')",20.0
"('C77', 'C82')",19.04
"('C77', 'C83')",33.99
"('C77', 'C84')",24.54
"('C77', 'C85')",28.46
"('C77', 'C86')",38.24
"('C77', 'C87')",35.51
"('C77', 'C88')",35.64
"('C78', 'C39')",8.59
"('C78', 'C40')",2.8
"('C78', 'C41')",9.1
"('C78', 'C42')",15.78
"('C78', 'C43')",8.62
"('C78', 'C44')",3.17
"('C78', 'C45')",12.5
"('C78', 'C46')",19.32
"('C78', 'C47')",13.25
"('C78', 'C48')",11.75
"('C78', 'C49')",9.6
"('C78', 'C50')",5.61
"('C78', 'C51')",16.01
"('C78', 'C52')",21.08
"('C78', 'C53')",20.34
"('C78', 'C54')",18.14
"('C78', 'C55')",7.72
"('C78', 'C56')",12.92
"('C78', 'C57')",6.7
"('C78', 'C58')",10.29
"('C78', 'C59')",14.45
"('C78', 'C60')",18.49
"('C78', 'C61')",11.13
"('C78', 'C62')",3.4
"('C78', 'C63')",10.41
"('C78', 'C64')",13.84
"('C78', 'C65')",17.92
"('C78', 'C66')",12.31
"('C78', 'C67')",6.98
"('C78', 'C68')",20.5
"('C78', 'C69')",6.14
"('C78', 'C70')",18.89
"('C78', 'C71')",8.84
"('C78', 'C72')",8.59
"('C78', 'C73')",16.49
"('C78', 'C74')",7.43
"('C78', 'C75')",11.67
"('C78', 'C76')",20.62
"('C78', 'C77')",22.44
"('C78', 'C78')",0.0
"('C78', 'C79')",17.98
"('C78', 'C80')",18.23
"('C78', 'C81')",10.58
"('C78', 'C82')",9.63
"('C78', 'C83')",19.88
"('C78', 'C84')",11.62
"('C78', 'C85')",8.81
"('C78', 'C86')",24.13
"('C78', 'C87')",14.86
"('C78', 'C88')",17.07
"('C79', 'C39')",11.59
"('C79', 'C40')",15.98
"('C79', 'C41')",17.98
"('C79', 'C42')",12.56
"('C79', 'C43')",11.66
"('C79', 'C44')",15.49
"('C79', 'C45')",3.54
"('C79', 'C46')",9.61
"('C79', 'C47')",24.95
"('C79', 'C48')",6.59
"('C79', 'C49')",27.0
"('C79', 'C50')",12.87
"('C79', 'C51')",6.3
"('C79', 'C52')",7.68
"('C79', 'C53')",5.96
"('C79', 'C54')",3.55
"('C79', 'C55')",11.75
"('C79', 'C56')",4.91
"('C79', 'C57')",13.41
"('C79', 'C58')",26.05
"('C79', 'C59')",5.1
"('C79', 'C60')",7.74
"('C79', 'C61')",28.54
"('C79', 'C62')",16.94
"('C79', 'C63')",20.05
"('C79', 'C64')",12.74
"('C79', 'C65')",11.27
"('C79', 'C66')",24.01
"('C79', 'C67')",22.74
"('C79', 'C68')",1.49
"('C79', 'C69')",15.36
"('C79', 'C70')",2.33
"('C79', 'C71')",26.25
"('C79', 'C72')",16.23
"('C79', 'C73')",8.07
"('C79', 'C74')",20.29
"('C79', 'C75')",17.86
"('C79', 'C76')",10.91
"('C79', 'C77')",34.13
"('C79', 'C78')",17.92
"('C79', 'C79')",0.0
"('C79', 'C80')",5.21
"('C79', 'C81')",19.46
"('C79', 'C82')",18.51
"('C79', 'C83')",5.51
"('C79', 'C84')",10.5
"('C79', 'C85')",9.02
"('C79', 'C86')",10.42
"('C79', 'C87')",15.6
"('C79', 'C88')",3.46
"('C80', 'C39')",10.74
"('C80', 'C40')",17.67
"('C80', 'C41')",17.88
"('C80', 'C42')",15.84
"('C80', 'C43')",11.57
"('C80', 'C44')",16.64
"('C80', 'C45')",8.11
"('C80', 'C46')",12.89
"('C80', 'C47')",24.86
"('C80', 'C48')",7.48
"('C80', 'C49')",28.62
"('C80', 'C50')",12.78
"('C80', 'C51')",9.58
"('C80', 'C52')",3.51
"('C80', 'C53')",3.72
"('C80', 'C54')",1.89
"('C80', 'C55')",13.89
"('C80', 'C56')",6.64
"('C80', 'C57')",15.09
"('C80', 'C58')",26.16
"('C80', 'C59')",5.26
"('C80', 'C60')",12.06
"('C80', 'C61')",30.16
"('C80', 'C62')",18.07
"('C80', 'C63')",16.9
"('C80', 'C64')",16.01
"('C80', 'C65')",14.55
"('C80', 'C66')",23.92
"('C80', 'C67')",24.5
"('C80', 'C68')",5.19
"('C80', 'C69')",15.26
"('C80', 'C70')",6.2
"('C80', 'C71')",27.87
