origen,destino,distancia_km
C78,C13,10.59
C78,C14,7.34
C78,C15,13.65
C78,C16,11.39
C78,C17,14.01
C78,C18,13.42
C78,C19,14.28
C78,C20,8.73
C78,C21,4.08
C78,C22,15.09
C79,CD1,25.53
C79,CD2,6.01
C79,CD3,28.45
C79,CD4,21.95
C79,CD5,5.82
C79,CD6,11.15
C79,CD7,8.75
C79,CD8,16.18
C79,CD9,24.06
C79,CD10,4.55
C79,CD11,13.48
C79,CD12,0.55
C79,C1,16.2
C79,C2,26.75
C79,C3,7.66
C79,C4,24.33
C79,C5,34.55
C79,C6,29.87
C79,C7,22.33
C79,C8,8.72
C79,C9,23.02
C79,C10,13.76
C79,C11,16.0
C79,C12,16.2
C79,C13,11.98
C79,C14,15.02
C79,C15,6.4
C79,C16,6.36
C79,C17,10.99
C79,C18,3.37
C79,C19,11.52
C79,C20,17.61
C79,C21,21.49
C79,C22,1.83
C80,CD1,27.28
C80,CD2,7.76
C80,CD3,28.35
C80,CD4,23.7
C80,CD5,9.1
C80,CD6,12.69
C80,CD7,8.42
C80,CD8,18.39
C80,CD9,25.81
C80,CD10,5.45
C80,CD11,14.62
C80,CD12,4.82
C80,C1,17.44
C80,C2,26.66
C80,C3,10.94
C80,C4,24.23
C80,C5,34.46
C80,C6,29.78
C80,C7,24.08
C80,C8,13.89
C80,C9,24.77
C80,C10,13.67
C80,C11,17.23
C80,C12,13.1
C80,C13,16.44
C80,C14,11.9
C80,C15,6.39
C80,C16,9.64
C80,C17,15.44
C80,C18,6.65
C80,C19,14.8
C80,C20,17.52
C80,C21,23.11
C80,C22,6.65
C81,CD1,14.76
C81,CD2,24.75
C81,CD3,13.93
C81,CD4,7.57
C81,CD5,20.54
C81,CD6,13.87
C81,CD7,12.85
C81,CD8,12.17
C81,CD9,12.13
C81,CD10,22.44
C81,CD11,11.66
C81,CD12,18.05
C81,C1,17.98
C81,C2,7.37
C81,C3,19.38
C81,C4,5.65
C81,C5,20.03
C81,C6,15.36
C81,C7,7.93
C81,C8,27.53
C81,C9,11.09
C81,C10,6.04
C81,C11,17.25
C81,C12,3.99
C81,C13,20.78
C81,C14,5.57
C81,C15,13.93
C81,C16,20.24
C81,C17,19.78
C81,C18,17.86
C81,C19,24.99
C81,C20,2.39
C81,C21,11.6
C81,C22,17.97
C82,CD1,11.09
C82,CD2,23.78
C82,CD3,13.27
C82,CD4,7.14
C82,CD5,19.57
C82,CD6,12.6
C82,CD7,11.88
C82,CD8,10.9
C82,CD9,10.86
C82,CD10,21.47
C82,CD11,10.39
C82,CD12,17.08
C82,C1,16.71
C82,C2,8.0
C82,C3,18.41
C82,C4,5.87
C82,C5,19.38
C82,C6,14.7
C82,C7,7.27
C82,C8,26.56
C82,C9,9.82
C82,C10,6.3
C82,C11,15.99
C82,C12,4.5
C82,C13,19.8
C82,C14,4.71
C82,C15,12.96
C82,C16,19.27
C82,C17,18.81
C82,C18,16.89
C82,C19,24.02
C82,C20,1.41
C82,C21,10.33
C82,C22,17.0
C83,CD1,28.77
C83,CD2,4.97
C83,CD3,29.84
C83,CD4,25.19
C83,CD5,10.59
C83,CD6,14.18
C83,CD7,9.91
C83,CD8,19.88
C83,CD9,27.3
C83,CD10,3.19
C83,CD11,16.11
C83,CD12,6.19
C83,C1,18.93
C83,C2,28.15
C83,C3,12.43
C83,C4,25.72
C83,C5,35.95
C83,C6,31.27
C83,C7,25.57
C83,C8,14.0
C83,C9,26.26
C83,C10,15.16
C83,C11,18.72
C83,C12,14.59
C83,C13,17.93
C83,C14,13.39
C83,C15,7.88
C83,C16,11.13
C83,C17,16.93
C83,C18,8.14
C83,C19,16.29
C83,C20,19.01
C83,C21,24.6
C83,C22,7.72
C84,CD1,20.1
C84,CD2,12.47
C84,CD3,21.39
C84,CD4,16.52
C84,CD5,12.11
C84,CD6,8.6
C84,CD7,4.4
C84,CD8,11.26
C84,CD9,18.63
C84,CD10,10.16
C84,CD11,7.49
C84,CD12,9.54
C84,C1,13.35
C84,C2,19.69
C84,C3,10.96
C84,C4,17.27
C84,C5,27.5
C84,C6,22.82
C84,C7,16.9
C84,C8,18.24
C84,C9,17.58
C84,C10,6.71
C84,C11,13.15
C84,C12,7.55
C84,C13,12.35
C84,C14,6.35
C84,C15,4.25
C84,C16,11.82
C84,C17,11.35
C84,C18,9.35
C84,C19,16.57
C84,C20,10.56
C84,C21,16.06
C84,C22,9.46
C85,CD1,17.13
C85,CD2,16.56
C85,CD3,23.55
C85,CD4,13.55
C85,CD5,6.43
C85,CD6,2.53
C85,CD7,3.85
C85,CD8,8.33
C85,CD9,15.66
C85,CD10,14.25
C85,CD11,5.01
C85,CD12,9.49
C85,C1,8.0
C85,C2,21.86
C85,C3,5.27
C85,C4,19.43
C85,C5,29.66
C85,C6,24.98
C85,C7,13.93
C85,C8,16.8
C85,C9,14.61
C85,C10,10.6
C85,C11,7.8
C85,C12,12.91
C85,C13,6.67
C85,C14,11.32
C85,C15,5.85
C85,C16,6.13
C85,C17,5.67
C85,C18,6.48
C85,C19,10.88
C85,C20,11.61
C85,C21,12.95
C85,C22,8.15
C86,CD1,33.35
C86,CD2,8.02
C86,CD3,34.42
C86,CD4,29.77
C86,CD5,15.17
C86,CD6,18.76
C86,CD7,14.49
C86,CD8,24.46
C86,CD9,31.88
C86,CD10,6.25
C86,CD11,20.69
C86,CD12,10.95
C86,C1,23.51
C86,C2,32.73
C86,C3,17.01
C86,C4,30.3
C86,C5,40.53
C86,C6,35.85
C86,C7,30.15
C86,C8,20.44
C86,C9,30.84
C86,C10,19.74
C86,C11,23.3
C86,C12,19.17
C86,C13,22.51
C86,C14,17.97
C86,C15,12.46
C86,C16,15.71
C86,C17,21.51
C86,C18,12.72
C86,C19,20.87
C86,C20,23.59
C86,C21,29.18
C86,C22,11.9
C87,CD1,25.19
C87,CD2,23.92
C87,CD3,32.18
C87,CD4,21.62
C87,CD5,11.22
C87,CD6,10.82
C87,CD7,13.91
C87,CD8,14.67
C87,CD9,23.73
C87,CD10,19.51
C87,CD11,16.32
C87,CD12,17.5
C87,C1,13.02
C87,C2,30.49
C87,C3,8.68
C87,C4,28.06
C87,C5,38.29
C87,C6,33.61
C87,C7,22.0
C87,C8,19.63
C87,C9,22.68
C87,C10,21.91
C87,C11,12.5
C87,C12,24.22
C87,C13,4.79
C87,C14,22.63
C87,C15,15.09
C87,C16,10.93
C87,C17,6.66
C87,C18,14.3
C87,C19,6.58
C87,C20,22.92
C87,C21,21.16
C87,C22,16.39
C88,CD1,28.1
C88,CD2,10.45
C88,CD3,35.09
C88,CD4,24.52
C88,CD5,8.4
C88,CD6,13.72
C88,CD7,11.64
C88,CD8,18.75
C88,CD9,26.64
C88,CD10,6.36
C88,CD11,16.5
C88,CD12,3.84
C88,C1,18.78
C88,C2,33.39
C88,C3,9.55
C88,C4,30.97
C88,C5,41.2
C88,C6,36.52
C88,C7,24.91
C88,C8,5.43
C88,C9,25.59
C88,C10,16.65
C88,C11,18.57
C88,C12,19.09
C88,C13,11.17
C88,C14,17.91
C88,C15,9.29
C88,C16,8.43
C88,C17,13.56
C88,C18,6.46
C88,C19,10.06
C88,C20,20.5
C88,C21,24.07
C88,C22,4.09
C89,CD1,26.64
C89,CD2,10.1
C89,CD3,27.72
C89,CD4,23.06
C89,CD5,12.53
C89,CD6,12.05
C89,CD7,7.78
C89,CD8,16.49
C89,CD9,25.17
C89,CD10,8.33
C89,CD11,12.72
C89,CD12,8.51
C89,C1,16.8
C89,C2,26.02
C89,C3,14.41
C89,C4,23.59
C89,C5,33.82
C89,C6,29.14
C89,C7,23.45
C89,C8,17.58
C89,C9,24.13
C89,C10,13.03
C89,C11,16.6
C89,C12,13.53
C89,C13,15.8
C89,C14,12.33
C89,C15,5.75
C89,C16,13.07
C89,C17,14.8
C89,C18,10.07
C89,C19,18.23
C89,C20,16.88
C89,C21,22.47
C89,C22,10.18
C90,CD1,12.94
C90,CD2,22.07
C90,CD3,15.15
C90,CD4,9.36
C90,CD5,17.86
C90,CD6,10.84
C90,CD7,10.18
C90,CD8,10.64
C90,CD9,11.47
C90,CD10,19.76
C90,CD11,8.63
C90,CD12,15.37
C90,C1,15.14
C90,C2,13.45
C90,C3,16.71
C90,C4,11.03
C90,C5,21.25
C90,C6,16.58
C90,C7,9.74
C90,C8,24.85
C90,C9,10.43
C90,C10,0.68
C90,C11,14.42
C90,C12,3.54
C90,C13,18.1
C90,C14,1.4
C90,C15,11.25
C90,C16,17.56
C90,C17,17.1
C90,C18,15.19
C90,C19,22.31
C90,C20,4.32
C90,C21,8.77
C90,C22,15.29
C23,C23,999.0
C23,C24,5.43
C23,C25,8.57
C23,C26,10.97
C23,C27,4.51
C23,C28,9.3
C23,C29,18.76
C23,C30,6.2
C23,C31,29.95
C23,C32,11.93
C23,C33,16.49
C23,C34,2.54
C23,C35,5.22
C23,C36,11.99
C23,C37,3.56
C23,C38,11.58
C23,C39,6.76
C23,C40,13.69
C23,C41,13.9
C23,C42,15.93
C23,C43,7.59
C23,C44,12.66
C23,C45,8.19
C23,C46,12.97
C23,C47,20.88
C23,C48,7.56
C23,C49,24.64
C23,C50,8.8
C23,C51,9.66
C23,C52,7.74
C23,C53,7.0
C23,C54,4.81
C23,C55,9.91
C23,C56,4.38
C24,C23,6.28
C24,C24,999.0
C24,C25,12.62
C24,C26,10.34
C24,C27,8.56
C24,C28,8.66
C24,C29,12.49
C24,C30,5.56
C24,C31,25.01
C24,C32,11.29
C24,C33,16.86
C24,C34,5.41
C24,C35,2.2
C24,C36,15.16
C24,C37,7.64
C24,C38,8.38
C24,C39,4.77
C24,C40,7.28
C24,C41,8.96
C24,C42,17.54
C24,C43,2.65
C24,C44,8.37
C24,C45,10.92
C24,C46,16.15
C24,C47,15.94
C24,C48,10.17
C24,C49,18.37
C24,C50,3.86
C24,C51,12.84
C24,C52,11.8
C24,C53,11.06
C24,C54,8.86
C24,C55,9.28
C24,C56,6.85
C25,C23,8.72
C25,C24,13.25
C25,C25,999.0
C25,C26,18.78
C25,C27,4.45
C25,C28,15.67
C25,C29,26.57
C25,C30,14.01
C25,C31,37.76
C25,C32,19.74
C25,C33,20.24
C25,C34,10.35
C25,C35,11.79
C25,C36,10.31
C25,C37,7.44
C25,C38,19.39
C25,C39,14.57
C25,C40,21.5
C25,C41,21.71
C25,C42,19.67
C25,C43,15.4
C25,C44,20.47
C25,C45,11.94
C25,C46,13.87
C25,C47,28.69
C25,C48,11.31
C25,C49,32.45
C25,C50,16.61
C25,C51,13.41
C25,C52,2.48
C25,C53,1.63
C25,C54,4.55
C25,C55,17.72
C25,C56,10.47
C26,C23,10.57
C26,C24,10.61
C26,C25,18.91
C26,C26,999.0
C26,C27,14.85
C26,C28,6.15
C26,C29,9.44
C26,C30,5.23
C26,C31,30.46
C26,C32,1.52
C26,C33,9.95
C26,C34,9.69
C26,C35,11.9
C26,C36,13.73
C26,C37,11.93
C26,C38,4.46
C26,C39,8.45
C26,C40,10.45
C26,C41,17.29
C26,C42,10.63
C26,C43,12.68
C26,C44,4.89
C26,C45,8.93
C26,C46,14.72
C26,C47,21.39
C26,C48,8.34
C26,C49,16.26
C26,C50,11.61
C26,C51,10.8
C26,C52,18.09
C26,C53,17.35
C26,C54,15.15
C26,C55,3.2
C26,C56,9.36
C27,C23,4.98
C27,C24,9.51
C27,C25,4.55
C27,C26,15.05
C27,C27,999.0
C27,C28,11.09
C27,C29,22.83
C27,C30,10.27
C27,C31,34.02
C27,C32,16.0
C27,C33,15.66
C27,C34,6.61
C27,C35,8.06
C27,C36,8.7
C27,C37,2.86
C27,C38,15.65
C27,C39,10.84
C27,C40,17.77
C27,C41,17.98
C27,C42,15.09
C27,C43,11.66
C27,C44,16.73
C27,C45,7.35
C27,C46,12.14
C27,C47,24.95
C27,C48,6.73
C27,C49,28.71
C27,C50,12.87
C27,C51,8.83
C27,C52,4.47
C27,C53,2.99
C27,C54,0.2
C27,C55,13.99
C27,C56,5.88
C28,C23,10.01
C28,C24,10.05
C28,C25,18.35
C28,C26,5.56
C28,C27,14.29
C28,C28,999.0
C28,C29,12.97
C28,C30,4.67
C28,C31,29.93
C28,C32,6.52
C28,C33,9.79
C28,C34,9.13
C28,C35,11.33
C28,C36,9.65
C28,C37,11.36
C28,C38,5.98
C28,C39,7.89
C28,C40,9.92
C28,C41,16.62
C28,C42,10.47
C28,C43,12.11
C28,C44,7.96
C28,C45,6.69
C28,C46,10.64
C28,C47,20.86
C28,C48,4.26
C28,C49,18.85
C28,C50,11.05
C28,C51,6.72
C28,C52,17.53
C28,C53,16.79
C28,C54,14.59
C28,C55,3.6
C28,C56,7.16
C29,C23,17.23
C29,C24,12.84
C29,C25,25.16
C29,C26,9.43
C29,C27,21.1
C29,C28,15.23
C29,C29,999.0
C29,C30,14.29
C29,C31,21.95
C29,C32,8.65
C29,C33,17.01
C29,C34,16.43
C29,C35,14.54
C29,C36,22.83
C29,C37,18.15
C29,C38,7.97
C29,C39,12.09
C29,C40,6.11
C29,C41,11.89
C29,C42,17.69
C29,C43,11.42
C29,C44,6.16
C29,C45,16.99
C29,C46,23.81
C29,C47,12.88
C29,C48,16.24
C29,C49,8.26
C29,C50,11.14
C29,C51,20.5
C29,C52,24.33
C29,C53,23.59
C29,C54,21.4
C29,C55,10.46
C29,C56,18.15
C30,C23,6.0
C30,C24,6.04
C30,C25,14.34
C30,C26,5.45
C30,C27,10.28
C30,C28,3.72
C30,C29,12.54
C30,C30,999.0
C30,C31,29.08
C30,C32,6.41
C30,C33,12.66
C30,C34,5.12
C30,C35,7.32
C30,C36,11.35
C30,C37,7.35
C30,C38,5.39
C30,C39,2.44
C30,C40,7.47
C30,C41,11.92
C30,C42,13.34
C30,C43,8.1
C30,C44,6.98
C30,C45,5.51
C30,C46,12.33
C30,C47,20.01
C30,C48,4.77
C30,C49,18.42
C30,C50,6.34
C30,C51,9.02
C30,C52,13.52
C30,C53,12.78
C30,C54,10.58
C30,C55,4.39
C30,C56,4.79
C31,C23,28.56
C31,C24,24.17
C31,C25,36.48
C31,C26,29.13
C31,C27,32.42
C31,C28,29.85
C31,C29,20.33
C31,C30,28.92
C31,C31,999.0
C31,C32,28.34
C31,C33,36.22
C31,C34,27.75
C31,C35,24.7
C31,C36,36.97
C31,C37,29.48
C31,C38,25.19
C31,C39,28.72
C31,C40,22.7
C31,C41,18.99
C31,C42,36.9
C31,C43,22.74
C31,C44,24.44
C31,C45,33.58
C31,C46,37.95
C31,C47,13.86
C31,C48,32.83
C31,C49,15.68
C31,C50,22.46
C31,C51,34.64
C31,C52,35.66
C31,C53,34.92
C31,C54,32.72
C31,C55,27.84
C31,C56,29.48
C32,C23,12.11
C32,C24,11.14
C32,C25,20.46
C32,C26,1.99
C32,C27,16.4
C32,C28,7.7
C32,C29,8.62
C32,C30,6.78
C32,C31,29.65
C32,C32,999.0
C32,C33,11.29
C32,C34,11.24
C32,C35,13.44
C32,C36,15.28
C32,C37,13.47
C32,C38,3.67
C32,C39,9.17
C32,C40,9.64
C32,C41,16.47
C32,C42,11.97
C32,C43,11.87
C32,C44,4.08
C32,C45,10.47
C32,C46,16.26
C32,C47,20.58
C32,C48,9.88
C32,C49,15.45
C32,C50,10.6
C32,C51,12.35
C32,C52,19.64
C32,C53,18.9
C32,C54,16.7
C32,C55,4.74
C32,C56,10.9
C33,C23,16.38
C33,C24,16.71
C33,C25,19.22
C33,C26,10.81
C33,C27,16.11
C33,C28,9.83
C33,C29,17.43
C33,C30,12.77
C33,C31,39.35
C33,C32,11.45
C33,C33,999.0
C33,C34,16.69
C33,C35,17.99
C33,C36,9.42
C33,C37,13.77
C33,C38,12.46
C33,C39,14.55
C33,C40,19.33
C33,C41,23.79
C33,C42,2.15
C33,C43,18.77
C33,C44,12.89
C33,C45,11.05
C33,C46,6.7
C33,C47,30.28
C33,C48,8.97
C33,C49,28.27
C33,C50,17.71
C33,C51,8.75
C33,C52,19.35
C33,C53,18.61
C33,C54,16.14
C33,C55,8.78
C33,C56,13.51
C34,C23,0.87
C34,C24,4.15
C34,C25,9.22
C34,C26,9.92
C34,C27,5.16
C34,C28,8.25
C34,C29,16.15
C34,C30,5.14
C34,C31,28.66
C34,C32,10.88
C34,C33,15.61
C34,C34,999.0
C34,C35,5.94
C34,C36,11.1
C34,C37,2.67
C34,C38,10.52
C34,C39,5.11
C34,C40,12.64
C34,C41,12.62
C34,C42,15.04
C34,C43,6.3
C34,C44,11.37
C34,C45,7.3
C34,C46,12.08
C34,C47,19.59
C34,C48,6.67
C34,C49,22.03
C34,C50,7.51
C34,C51,8.77
C34,C52,8.4
C34,C53,7.66
C34,C54,5.46
C34,C55,8.86
C34,C56,3.49
C35,C23,6.48
C35,C24,2.61
C35,C25,12.51
C35,C26,12.34
C35,C27,8.45
C35,C28,10.67
C35,C29,13.19
C35,C30,7.56
C35,C31,25.96
C35,C32,13.3
C35,C33,18.86
C35,C34,5.93
C35,C35,999.0
C35,C36,16.17
C35,C37,8.16
C35,C38,10.15
C35,C39,6.72
C35,C40,8.04
C35,C41,7.13
C35,C42,19.54
C35,C43,3.61
C35,C44,10.15
C35,C45,12.92
C35,C46,17.15
C35,C47,16.89
C35,C48,12.17
C35,C49,19.07
C35,C50,4.82
C35,C51,13.84
C35,C52,11.69
C35,C53,10.95
C35,C54,8.75
C35,C55,11.28
C35,C56,8.68
C36,C23,9.86
C36,C24,12.19
C36,C25,10.63
C36,C26,13.13
C36,C27,9.57
C36,C28,7.98
C36,C29,20.54
C36,C30,9.72
C36,C31,37.5
C36,C32,14.09
C36,C33,9.56
C36,C34,9.22
C36,C35,15.33
C36,C36,999.0
C36,C37,7.65
C36,C38,13.55
C36,C39,11.89
C36,C40,16.28
C36,C41,20.73
C36,C42,8.99
C36,C43,14.35
C36,C44,15.53
C36,C45,5.12
C36,C46,3.99
C36,C47,28.43
C36,C48,6.0
C36,C49,26.42
C36,C50,15.15
C36,C51,3.77
C36,C52,12.41
C36,C53,10.39
C36,C54,9.45
C36,C55,11.17
C36,C56,7.58
C37,C23,3.8
C37,C24,6.14
C37,C25,7.31
C37,C26,11.6
C37,C27,3.25
C37,C28,9.0
C37,C29,19.38
C37,C30,6.82
C37,C31,30.65
C37,C32,12.55
C37,C33,13.57
C37,C34,3.16
C37,C35,8.75
C37,C36,9.06
C37,C37,999.0
C37,C38,12.2
C37,C39,7.39
C37,C40,14.32
C37,C41,14.6
C37,C42,13.0
C37,C43,8.29
C37,C44,13.51
C37,C45,5.26
C37,C46,10.05
C37,C47,21.58
C37,C48,4.64
C37,C49,25.26
C37,C50,9.5
C37,C51,6.74
C37,C52,6.49
C37,C53,5.75
C37,C54,3.55
C37,C55,10.54
C37,C56,3.79
C38,C23,9.88
C38,C24,6.95
C38,C25,18.23
C38,C26,4.64
C38,C27,14.17
C38,C28,5.48
C38,C29,10.15
C38,C30,4.54
C38,C31,27.12
C38,C32,4.96
C38,C33,11.99
C38,C34,9.01
C38,C35,11.21
C38,C36,14.09
C38,C37,11.24
C38,C38,999.0
C38,C39,4.33
C38,C40,7.11
C38,C41,13.94
C38,C42,12.68
C38,C43,7.42
C38,C44,4.62
C38,C45,8.25
C38,C46,15.07
C38,C47,18.05
C38,C48,7.51
C38,C49,16.04
C38,C50,6.15
C38,C51,11.76
C38,C52,17.4
C38,C53,16.66
C38,C54,14.47
C38,C55,3.62
C38,C56,8.67
C39,C23,5.38
C39,C24,3.51
C39,C25,13.73
C39,C26,7.52
C39,C27,9.67
C39,C28,5.84
C39,C29,12.5
C39,C30,2.74
C39,C31,26.12
C39,C32,8.47
C39,C33,14.03
C39,C34,4.51
C39,C35,5.82
C39,C36,13.93
C39,C37,6.74
C39,C38,5.07
C39,C39,999.0
C39,C40,7.22
C39,C41,10.08
C39,C42,14.72
C39,C43,3.98
C39,C44,6.31
C39,C45,8.09
C39,C46,14.92
C39,C47,17.05
C39,C48,7.35
C39,C49,18.38
C39,C50,2.72
C39,C51,11.61
C39,C52,12.91
C39,C53,12.17
C39,C54,9.97
C39,C55,6.45
C39,C56,4.97
C40,C23,12.19
C40,C24,7.8
C40,C25,20.12
C40,C26,11.29
C40,C27,16.06
C40,C28,9.74
C40,C29,5.32
C40,C30,8.81
C40,C31,22.9
C40,C32,10.5
C40,C33,18.54
C40,C34,11.39
C40,C35,9.5
C40,C36,17.34
C40,C37,13.12
C40,C38,6.14
C40,C39,8.02
C40,C40,999.0
C40,C41,6.86
C40,C42,19.22
C40,C43,6.38
C40,C44,5.39
C40,C45,11.5
C40,C46,18.33
C40,C47,13.83
C40,C48,10.76
C40,C49,11.2
C40,C50,4.85
C40,C51,15.02
C40,C52,19.3
C40,C53,18.56
C40,C54,16.36
C40,C55,10.41
C40,C56,12.94
C41,C23,13.48
C41,C24,9.09
C41,C25,21.41
C41,C26,16.34
C41,C27,17.35
C41,C28,16.39
C41,C29,10.37
C41,C30,13.29
C41,C31,20.07
C41,C32,15.55
C41,C33,24.59
C41,C34,12.68
C41,C35,8.25
C41,C36,21.9
C41,C37,14.41
C41,C38,11.92
C41,C39,12.45
C41,C40,6.1
C41,C41,999.0
C41,C42,25.27
C41,C43,7.67
C41,C44,11.17
C41,C45,18.65
C41,C46,22.88
C41,C47,11.0
C41,C48,17.9
C41,C49,16.25
C41,C50,7.39
C41,C51,19.57
C41,C52,20.59
C41,C53,19.85
C41,C54,17.65
C41,C55,17.01
C41,C56,14.41
C42,C23,15.4
C42,C24,16.24
C42,C25,18.64
C42,C26,11.49
C42,C27,15.53
C42,C28,9.36
C42,C29,21.92
C42,C30,12.31
C42,C31,38.88
C42,C32,12.12
C42,C33,2.16
C42,C34,16.22
C42,C35,17.52
C42,C36,8.84
C42,C37,13.19
C42,C38,13.14
C42,C39,14.08
C42,C40,18.87
C42,C41,23.32
C42,C42,999.0
C42,C43,18.3
C42,C44,13.57
C42,C45,10.47
C42,C46,6.12
C42,C47,29.81
C42,C48,8.39
C42,C49,27.8
C42,C50,17.24
C42,C51,8.17
C42,C52,18.77
C42,C53,18.03
C42,C54,15.56
C42,C55,9.45
C42,C56,12.93
C43,C23,7.24
C43,C24,2.85
C43,C25,15.17
C43,C26,9.77
C43,C27,11.11
C43,C28,8.09
C43,C29,11.12
C43,C30,4.99
C43,C31,24.31
C43,C32,9.69
C43,C33,16.29
C43,C34,6.44
C43,C35,4.72
C43,C36,15.65
C43,C37,8.17
C43,C38,6.57
C43,C39,2.89
C43,C40,5.5
C43,C41,8.27
C43,C42,16.97
C43,C43,999.0
C43,C44,6.18
C43,C45,10.35
C43,C46,16.64
C43,C47,15.24
C43,C48,9.6
C43,C49,17.0
C43,C50,1.21
C43,C51,13.33
C43,C52,14.35
C43,C53,13.61
C43,C54,11.41
C43,C55,8.71
C43,C56,8.16
C44,C23,12.31
C44,C24,9.33
C44,C25,20.66
C44,C26,5.07
C44,C27,16.6
C44,C28,8.48
C44,C29,5.35
C44,C30,7.55
C44,C31,25.91
C44,C32,4.29
C44,C33,12.65
C44,C34,11.44
C44,C35,11.84
C44,C36,17.09
C44,C37,13.67
C44,C38,3.83
C44,C39,7.35
C44,C40,5.9
C44,C41,12.73
C44,C42,13.33
C44,C43,7.37
C44,C44,999.0
C44,C45,11.26
C44,C46,18.08
C44,C47,16.84
C44,C48,10.51
C44,C49,14.83
C44,C50,5.41
C44,C51,14.77
C44,C52,19.83
C44,C53,19.09
C44,C54,16.9
C44,C55,6.1
C44,C56,11.68
C45,C23,6.34
C45,C24,9.36
C45,C25,10.52
C45,C26,9.6
C45,C27,6.46
C45,C28,4.84
C45,C29,16.66
C45,C30,5.04
C45,C31,33.2
C45,C32,10.56
C45,C33,11.25
C45,C34,5.7
C45,C35,10.65
C45,C36,6.74
C45,C37,4.12
C45,C38,9.51
C45,C39,7.21
C45,C40,11.6
C45,C41,16.05
C45,C42,10.68
C45,C43,11.43
C45,C44,11.1
C45,C45,999.0
C45,C46,7.72
C45,C47,24.13
C45,C48,1.83
C45,C49,22.54
C45,C50,10.47
C45,C51,4.41
C45,C52,9.7
C45,C53,8.96
C45,C54,6.76
C45,C55,8.02
C45,C56,2.9
C46,C23,12.22
C46,C24,16.85
C46,C25,13.92
C46,C26,14.85
C46,C27,12.34
C46,C28,9.7
C46,C29,22.25
C46,C30,13.96
C46,C31,39.22
C46,C32,15.81
C46,C33,6.56
C46,C34,11.58
C46,C35,18.13
C46,C36,4.11
C46,C37,10.0
C46,C38,15.27
C46,C39,14.69
C46,C40,19.21
C46,C41,22.89
C46,C42,5.99
C46,C43,16.7
C46,C44,17.25
C46,C45,7.28
C46,C46,999.0
C46,C47,30.15
C46,C48,7.72
C46,C49,28.14
C46,C50,17.31
C46,C51,4.99
C46,C52,15.58
C46,C53,14.84
C46,C54,12.38
C46,C55,12.88
C46,C56,9.74
C47,C23,20.31
C47,C24,15.92
C47,C25,28.24
C47,C26,24.03
C47,C27,24.18
C47,C28,24.75
C47,C29,15.23
C47,C30,20.12
C47,C31,13.75
C47,C32,23.24
C47,C33,31.12
C47,C34,19.51
C47,C35,17.8
C47,C36,28.72
C47,C37,21.24
C47,C38,20.09
C47,C39,19.28
C47,C40,17.6
C47,C41,8.34
C47,C42,31.8
C47,C43,14.5
C47,C44,19.34
C47,C45,28.48
C47,C46,29.71
C47,C47,999.0
C47,C48,27.73
C47,C49,13.58
C47,C50,14.22
C47,C51,26.4
C47,C52,27.42
C47,C53,26.68
C47,C54,24.48
C47,C55,22.74
C47,C56,21.23
C48,C23,10.16
C48,C24,10.49
C48,C25,10.98
C48,C26,8.49
C48,C27,6.92
C48,C28,3.34
C48,C29,15.9
C48,C30,7.61
C48,C31,32.87
C48,C32,9.45
C48,C33,11.8
C48,C34,10.47
C48,C35,11.78
C48,C36,7.49
C48,C37,4.59
C48,C38,8.92
C48,C39,8.33
C48,C40,12.86
C48,C41,17.57
C48,C42,11.43
C48,C43,12.56
C48,C44,10.89
C48,C45,1.65
C48,C46,8.48
C48,C47,23.8
C48,C48,999.0
C48,C49,21.78
C48,C50,11.49
C48,C51,3.9
C48,C52,10.16
C48,C53,9.42
C48,C54,7.22
C48,C55,6.53
C48,C56,3.65
C49,C23,21.47
C49,C24,17.08
C49,C25,29.39
C49,C26,13.52
C49,C27,25.33
C49,C28,19.46
C49,C29,5.37
C49,C30,18.53
C49,C31,15.63
C49,C32,12.74
C49,C33,21.1
C49,C34,20.66
C49,C35,18.78
C49,C36,27.06
C49,C37,22.39
C49,C38,12.06
C49,C39,16.17
C49,C40,10.34
C49,C41,12.97
C49,C42,21.78
C49,C43,15.65
C49,C44,11.07
C49,C45,21.22
C49,C46,28.05
C49,C47,15.97
C49,C48,20.48
C49,C49,999.0
C49,C50,15.37
C49,C51,24.74
C49,C52,28.57
C49,C53,27.83
C49,C54,25.63
C49,C55,14.55
C49,C56,22.39
C50,C23,8.28
C50,C24,3.89
C50,C25,16.2
C50,C26,9.96
C50,C27,12.14
C50,C28,8.28
C50,C29,10.39
C50,C30,5.18
C50,C31,23.89
C50,C32,9.83
C50,C33,16.48
C50,C34,7.47
C50,C35,5.28
C50,C36,16.69
C50,C37,9.2
C50,C38,6.72
C50,C39,3.08
C50,C40,4.78
C50,C41,7.84
C50,C42,17.16
C50,C43,2.46
C50,C44,6.32
C50,C45,10.54
C50,C46,17.67
C50,C47,14.82
C50,C48,9.79
C50,C49,16.27
C50,C50,999.0
C50,C51,14.36
C50,C52,15.38
C50,C53,14.64
C50,C54,12.44
C50,C55,8.9
C50,C56,9.2
C51,C23,9.14
C51,C24,12.97
C51,C25,13.32
C51,C26,10.97
C51,C27,9.26
C51,C28,5.82
C51,C29,18.38
C51,C30,10.08
C51,C31,35.34
C51,C32,11.93
C51,C33,7.91
C51,C34,8.5
C51,C35,14.25
C51,C36,4.15
