,Cost
"('C57', 'C56')",29926.827
"('C57', 'C57')",9999999.0
"('C57', 'C58')",45117.648
"('C57', 'C59')",32989.248
"('C57', 'C60')",43783.524
"('C57', 'C61')",52697.898
"('C57', 'C62')",18799.02
"('C57', 'C63')",45511.821
"('C57', 'C64')",43086.141
"('C57', 'C65')",51303.132
"('C57', 'C66')",51272.811
"('C57', 'C67')",35111.718
"('C57', 'C68')",42449.4
"('C57', 'C69')",32716.359
"('C57', 'C70')",44966.043
"('C57', 'C71')",45754.389
"('C57', 'C72')",40145.004
"('C57', 'C73')",38962.485
"('C57', 'C74')",36476.163
"('C57', 'C75')",37234.188
"('C57', 'C76')",50211.576
"('C57', 'C77')",81957.663
"('C57', 'C78')",20466.675
"('C57', 'C79')",38113.497
"('C57', 'C80')",44238.339
"('C57', 'C81')",46178.883
"('C57', 'C82')",43268.067
"('C57', 'C83')",49241.304
"('C57', 'C84')",25803.171
"('C57', 'C85')",17464.896
"('C57', 'C86')",62127.729
"('C57', 'C87')",46209.204
"('C57', 'C88')",49665.798
"('C58', 'C39')",53910.738
"('C58', 'C40')",35657.496
"('C58', 'C41')",36627.768
"('C58', 'C42')",78713.316
"('C58', 'C43')",51757.947
"('C58', 'C44')",40933.35
"('C58', 'C45')",68646.744
"('C58', 'C46')",89355.987
"('C58', 'C47')",22194.972
"('C58', 'C48')",66402.99
"('C58', 'C49')",23468.454
"('C58', 'C50')",50908.959
"('C58', 'C51')",79319.736
"('C58', 'C52')",90932.679
"('C58', 'C53')",88688.925
"('C58', 'C54')",82018.305
"('C58', 'C55')",51242.49
"('C58', 'C56')",67009.41
"('C58', 'C57')",51181.848
"('C58', 'C58')",9999999.0
"('C58', 'C59')",69435.09
"('C58', 'C60')",86839.344
"('C58', 'C61')",17889.39
"('C58', 'C62')",42661.647
"('C58', 'C63')",37052.262
"('C58', 'C64')",72831.042
"('C58', 'C65')",85202.01
"('C58', 'C66')",11400.696
"('C58', 'C67')",21164.058
"('C58', 'C68')",87779.295
"('C58', 'C69')",44238.339
"('C58', 'C70')",88870.851
"('C58', 'C71')",30684.852
"('C58', 'C72')",51666.984
"('C58', 'C73')",77045.661
"('C58', 'C74')",22528.503
"('C58', 'C75')",67737.114
"('C58', 'C76')",93267.396
"('C58', 'C77')",42843.573
"('C58', 'C78')",30988.062
"('C58', 'C79')",80138.403
"('C58', 'C80')",82291.194
"('C58', 'C81')",41145.597
"('C58', 'C82')",38234.781
"('C58', 'C83')",87294.159
"('C58', 'C84')",60854.247
"('C58', 'C85')",54577.8
"('C58', 'C86')",100180.584
"('C58', 'C87')",75923.784
"('C58', 'C88')",92721.618
"('C59', 'C39')",19496.403
"('C59', 'C40')",40508.856
"('C59', 'C41')",41388.165
"('C59', 'C42')",39568.905
"('C59', 'C43')",22255.614
"('C59', 'C44')",38083.176
"('C59', 'C45')",16100.451
"('C59', 'C46')",30593.889
"('C59', 'C47')",62552.223
"('C59', 'C48')",14190.228
"('C59', 'C49')",73710.351
"('C59', 'C50')",25894.134
"('C59', 'C51')",20557.638
"('C59', 'C52')",24590.331
"('C59', 'C53')",22346.577
"('C59', 'C54')",15675.957
"('C59', 'C55')",29047.518
"('C59', 'C56')",7216.398
"('C59', 'C57')",32686.038
"('C59', 'C58')",66493.953
"('C59', 'C59')",9999999.0
"('C59', 'C60')",28107.567
"('C59', 'C61')",78379.785
"('C59', 'C62')",42449.4
"('C59', 'C63')",47664.612
"('C59', 'C64')",40084.362
"('C59', 'C65')",35627.175
"('C59', 'C66')",59702.049
"('C59', 'C67')",49635.477
"('C59', 'C68')",20678.922
"('C59', 'C69')",33444.063
"('C59', 'C70')",21740.157
"('C59', 'C71')",71436.276
"('C59', 'C72')",36081.99
"('C59', 'C73')",14948.253
"('C59', 'C74')",48392.316
"('C59', 'C75')",44844.759
"('C59', 'C76')",34535.619
"('C59', 'C77')",90386.901
"('C59', 'C78')",46876.266
"('C59', 'C79')",13038.03
"('C59', 'C80')",15948.846
"('C59', 'C81')",45905.994
"('C59', 'C82')",42995.178
"('C59', 'C83')",20951.811
"('C59', 'C84')",18738.378
"('C59', 'C85')",20102.823
"('C59', 'C86')",33838.236
"('C59', 'C87')",48756.168
"('C59', 'C88')",25196.751
"('C60', 'C39')",42419.079
"('C60', 'C40')",56154.492
"('C60', 'C41')",67312.62
"('C60', 'C42')",22134.33
"('C60', 'C43')",48543.921
"('C60', 'C44')",50181.255
"('C60', 'C45')",19981.539
"('C60', 'C46')",6064.2
"('C60', 'C47')",89325.666
"('C60', 'C48')",21285.342
"('C60', 'C49')",83200.824
"('C60', 'C50')",50363.181
"('C60', 'C51')",13007.709
"('C60', 'C52')",45117.648
"('C60', 'C53')",42873.894
"('C60', 'C54')",35414.928
"('C60', 'C55')",36961.299
"('C60', 'C56')",27440.505
"('C60', 'C57')",45996.957
"('C60', 'C58')",80320.329
"('C60', 'C59')",28623.024
"('C60', 'C60')",9999999.0
"('C60', 'C61')",87870.258
"('C60', 'C62')",52667.577
"('C60', 'C63')",76954.698
"('C60', 'C64')",22649.787
"('C60', 'C65')",18192.6
"('C60', 'C66')",86475.492
"('C60', 'C67')",70284.078
"('C60', 'C68')",25560.603
"('C60', 'C69')",61703.235
"('C60', 'C70')",25681.887
"('C60', 'C71')",80926.749
"('C60', 'C72')",69131.88
"('C60', 'C73')",41236.56
"('C60', 'C74')",71648.523
"('C60', 'C75')",55487.43
"('C60', 'C76')",17101.044
"('C60', 'C77')",117160.344
"('C60', 'C78')",55639.035
"('C60', 'C79')",25499.961
"('C60', 'C80')",36506.484
"('C60', 'C81')",71800.128
"('C60', 'C82')",68919.633
"('C60', 'C83')",41509.449
"('C60', 'C84')",50241.897
"('C60', 'C85')",32686.038
"('C60', 'C86')",50211.576
"('C60', 'C87')",38659.275
"('C60', 'C88')",13371.561
"('C61', 'C39')",52243.083
"('C61', 'C40')",34565.94
"('C61', 'C41')",38568.312
"('C61', 'C42')",69253.164
"('C61', 'C43')",50666.391
"('C61', 'C44')",36779.373
"('C61', 'C45')",67555.188
"('C61', 'C46')",88264.431
"('C61', 'C47')",36354.879
"('C61', 'C48')",65311.434
"('C61', 'C49')",5973.237
"('C61', 'C50')",49817.403
"('C61', 'C51')",78228.18
"('C61', 'C52')",89841.123
"('C61', 'C53')",87597.369
"('C61', 'C54')",80926.749
"('C61', 'C55')",47331.081
"('C61', 'C56')",71102.745
"('C61', 'C57')",50090.292
"('C61', 'C58')",17980.353
"('C61', 'C59')",68343.534
"('C61', 'C60')",85747.788
"('C61', 'C61')",9999999.0
"('C61', 'C62')",31685.445
"('C61', 'C63')",38992.806
"('C61', 'C64')",63370.89
"('C61', 'C65')",75741.858
"('C61', 'C66')",28501.74
"('C61', 'C67')",26985.69
"('C61', 'C68')",86687.739
"('C61', 'C69')",43177.104
"('C61', 'C70')",87779.295
"('C61', 'C71')",13189.635
"('C61', 'C72')",50575.428
"('C61', 'C73')",75954.105
"('C61', 'C74')",28350.135
"('C61', 'C75')",56791.233
"('C61', 'C76')",76712.13
"('C61', 'C77')",58095.036
"('C61', 'C78')",29502.333
"('C61', 'C79')",79046.847
"('C61', 'C80')",81229.959
"('C61', 'C81')",43086.141
"('C61', 'C82')",40175.325
"('C61', 'C83')",86232.924
"('C61', 'C84')",59762.691
"('C61', 'C85')",56639.628
"('C61', 'C86')",99119.349
"('C61', 'C87')",66463.632
"('C61', 'C88')",91660.383
"('C62', 'C39')",24256.8
"('C62', 'C40')",25166.43
"('C62', 'C41')",45875.673
"('C62', 'C42')",41236.56
"('C62', 'C43')",28228.851
"('C62', 'C44')",10945.881
"('C62', 'C45')",36172.953
"('C62', 'C46')",56882.196
"('C62', 'C47')",58337.604
"('C62', 'C48')",33929.199
"('C62', 'C49')",33898.878
"('C62', 'C50')",22285.935
"('C62', 'C51')",46845.945
"('C62', 'C52')",62097.408
"('C62', 'C53')",59853.654
"('C62', 'C54')",53183.034
"('C62', 'C55')",19344.798
"('C62', 'C56')",38689.596
"('C62', 'C57')",24226.479
"('C62', 'C58')",49332.267
"('C62', 'C59')",40781.745
"('C62', 'C60')",54365.553
"('C62', 'C61')",38568.312
"('C62', 'C62')",9999999.0
"('C62', 'C63')",49726.44
"('C62', 'C64')",35384.607
"('C62', 'C65')",47725.254
"('C62', 'C66')",55487.43
"('C62', 'C67')",39296.016
"('C62', 'C68')",59095.629
"('C62', 'C69')",36900.657
"('C62', 'C70')",60187.185
"('C62', 'C71')",31624.803
"('C62', 'C72')",44329.302
"('C62', 'C73')",48210.39
"('C62', 'C74')",40660.461
"('C62', 'C75')",30411.963
"('C62', 'C76')",48695.526
"('C62', 'C77')",86172.282
"('C62', 'C78')",15524.352
"('C62', 'C79')",51454.737
"('C62', 'C80')",53455.923
"('C62', 'C81')",50363.181
"('C62', 'C82')",47482.686
"('C62', 'C83')",58489.209
"('C62', 'C84')",35020.755
"('C62', 'C85')",25560.603
"('C62', 'C86')",71375.634
"('C62', 'C87')",38477.349
"('C62', 'C88')",51212.169
"('C63', 'C39')",46512.414
"('C63', 'C40')",25227.072
"('C63', 'C41')",12734.82
"('C63', 'C42')",85353.615
"('C63', 'C43')",32018.976
"('C63', 'C44')",41873.301
"('C63', 'C45')",65281.113
"('C63', 'C46')",78137.217
"('C63', 'C47')",14736.006
"('C63', 'C48')",63037.359
"('C63', 'C49')",39053.448
"('C63', 'C50')",31139.667
"('C63', 'C51')",68100.966
"('C63', 'C52')",71163.387
"('C63', 'C53')",68919.633
"('C63', 'C54')",62279.334
"('C63', 'C55')",60308.469
"('C63', 'C56')",52425.009
"('C63', 'C57')",39265.695
"('C63', 'C58')",32898.285
"('C63', 'C59')",49696.119
"('C63', 'C60')",75620.574
"('C63', 'C61')",37810.287
"('C63', 'C62')",41115.276
"('C63', 'C63')",9999999.0
"('C63', 'C64')",79471.341
"('C63', 'C65')",83170.503
"('C63', 'C66')",26106.381
"('C63', 'C67')",15524.352
"('C63', 'C68')",68040.324
"('C63', 'C69')",18617.094
"('C63', 'C70')",69131.88
"('C63', 'C71')",53728.812
"('C63', 'C72')",17010.081
"('C63', 'C73')",57276.369
"('C63', 'C74')",14281.191
"('C63', 'C75')",66190.743
"('C63', 'C76')",82048.626
"('C63', 'C77')",56791.233
"('C63', 'C78')",31928.013
"('C63', 'C79')",60399.432
"('C63', 'C80')",62552.223
"('C63', 'C81')",7853.139
"('C63', 'C82')",13007.709
"('C63', 'C83')",67555.188
"('C63', 'C84')",35020.755
"('C63', 'C85')",51333.453
"('C63', 'C86')",80441.613
"('C63', 'C87')",82564.083
"('C63', 'C88')",72558.153
"('C64', 'C39')",39296.016
"('C64', 'C40')",53789.454
"('C64', 'C41')",67312.62
"('C64', 'C42')",9247.905
"('C64', 'C43')",52091.478
"('C64', 'C44')",34262.73
"('C64', 'C45')",32989.248
"('C64', 'C46')",19799.613
"('C64', 'C47')",86990.949
"('C64', 'C48')",30745.494
"('C64', 'C49')",80896.428
"('C64', 'C50')",48877.452
"('C64', 'C51')",21467.268
"('C64', 'C52')",58155.678
"('C64', 'C53')",55881.603
"('C64', 'C54')",48422.637
"('C64', 'C55')",21800.799
"('C64', 'C56')",38689.596
"('C64', 'C57')",45966.636
"('C64', 'C58')",77985.612
"('C64', 'C59')",42601.005
"('C64', 'C60')",24226.479
"('C64', 'C61')",85535.541
"('C64', 'C62')",36749.052
"('C64', 'C63')",76954.698
"('C64', 'C64')",9999999.0
"('C64', 'C65')",13341.24
"('C64', 'C66')",84140.775
"('C64', 'C67')",67979.682
"('C64', 'C68')",42813.252
"('C64', 'C69')",61703.235
"('C64', 'C70')",43268.067
"('C64', 'C71')",78592.032
"('C64', 'C72')",69131.88
"('C64', 'C73')",52485.651
"('C64', 'C74')",69344.127
"('C64', 'C75')",40539.177
"('C64', 'C76')",14311.512
"('C64', 'C77')",114825.627
"('C64', 'C78')",42419.079
"('C64', 'C79')",38507.67
"('C64', 'C80')",49514.193
"('C64', 'C81')",71800.128
"('C64', 'C82')",68889.312
"('C64', 'C83')",54517.158
"('C64', 'C84')",47088.513
"('C64', 'C85')",32686.038
"('C64', 'C86')",67403.583
"('C64', 'C87')",17828.748
"('C64', 'C88')",34414.335
"('C65', 'C39')",44359.623
"('C65', 'C40')",58853.061
"('C65', 'C41')",72376.227
"('C65', 'C42')",11127.807
"('C65', 'C43')",57155.085
"('C65', 'C44')",39993.399
"('C65', 'C45')",26773.443
"('C65', 'C46')",12401.289
"('C65', 'C47')",92054.556
"('C65', 'C48')",28107.567
"('C65', 'C49')",85960.035
"('C65', 'C50')",53941.059
"('C65', 'C51')",19799.613
"('C65', 'C52')",51939.873
"('C65', 'C53')",49696.119
"('C65', 'C54')",42206.832
"('C65', 'C55')",28926.234
"('C65', 'C56')",34232.409
"('C65', 'C57')",51060.564
"('C65', 'C58')",83049.219
"('C65', 'C59')",35445.249
"('C65', 'C60')",18010.674
"('C65', 'C61')",90629.469
"('C65', 'C62')",42510.042
"('C65', 'C63')",82018.305
"('C65', 'C64')",13038.03
"('C65', 'C65')",9999999.0
"('C65', 'C66')",89204.382
"('C65', 'C67')",73043.289
"('C65', 'C68')",36627.768
"('C65', 'C69')",66797.163
"('C65', 'C70')",37052.262
"('C65', 'C71')",83685.96
"('C65', 'C72')",74195.487
"('C65', 'C73')",48058.785
"('C65', 'C74')",74407.734
"('C65', 'C75')",46269.846
"('C65', 'C76')",2122.47
"('C65', 'C77')",119889.234
"('C65', 'C78')",58398.246
"('C65', 'C79')",32291.865
"('C65', 'C80')",43298.388
"('C65', 'C81')",76863.735
"('C65', 'C82')",73983.24
"('C65', 'C83')",48301.353
"('C65', 'C84')",52152.12
"('C65', 'C85')",37749.645
"('C65', 'C86')",61187.778
"('C65', 'C87')",29017.197
"('C65', 'C88')",28198.53
"('C66', 'C39')",63674.1
"('C66', 'C40')",45420.858
"('C66', 'C41')",34929.792
"('C66', 'C42')",88476.678
"('C66', 'C43')",46330.488
"('C66', 'C44')",50727.033
"('C66', 'C45')",78410.106
"('C66', 'C46')",99119.349
"('C66', 'C47')",7549.929
"('C66', 'C48')",76166.352
"('C66', 'C49')",33231.816
"('C66', 'C50')",45451.179
"('C66', 'C51')",89083.098
"('C66', 'C52')",85474.899
"('C66', 'C53')",83231.145
"('C66', 'C54')",76590.846
"('C66', 'C55')",61036.173
"('C66', 'C56')",76803.093
"('C66', 'C57')",60945.21
"('C66', 'C58')",10218.177
"('C66', 'C59')",64007.631
"('C66', 'C60')",96602.706
"('C66', 'C61')",27652.752
"('C66', 'C62')",52425.009
"('C66', 'C63')",21588.552
"('C66', 'C64')",82594.404
"('C66', 'C65')",94965.372
"('C66', 'C66')",9999999.0
"('C66', 'C67')",21042.774
"('C66', 'C68')",82351.836
"('C66', 'C69')",32928.606
"('C66', 'C70')",83413.071
"('C66', 'C71')",40448.214
"('C66', 'C72')",38932.164
"('C66', 'C73')",71587.881
"('C66', 'C74')",24044.553
"('C66', 'C75')",77500.476
"('C66', 'C76')",103061.079
"('C66', 'C77')",36476.163
"('C66', 'C78')",40781.745
"('C66', 'C79')",74710.944
"('C66', 'C80')",76863.735
"('C66', 'C81')",24893.541
"('C66', 'C82')",36536.805
"('C66', 'C83')",81866.7
"('C66', 'C84')",53213.355
"('C66', 'C85')",64341.162
"('C66', 'C86')",94753.125
"('C66', 'C87')",85717.467
"('C66', 'C88')",102515.301
"('C67', 'C39')",39538.584
"('C67', 'C40')",18586.773
"('C67', 'C41')",20284.749
"('C67', 'C42')",69283.485
"('C67', 'C43')",31655.124
"('C67', 'C44')",34717.545
"('C67', 'C45')",50090.292
"('C67', 'C46')",77773.365
"('C67', 'C47')",19648.008
"('C67', 'C48')",47846.538
"('C67', 'C49')",27592.11
"('C67', 'C50')",30806.136
"('C67', 'C51')",67737.114
"('C67', 'C52')",70829.856
"('C67', 'C53')",68586.102
"('C67', 'C54')",61915.482
"('C67', 'C55')",45026.685
"('C67', 'C56')",52091.478
"('C67', 'C57')",32625.396
"('C67', 'C58')",23589.738
"('C67', 'C59')",49332.267
"('C67', 'C60')",75256.722
"('C67', 'C61')",25530.282
"('C67', 'C62')",31746.087
"('C67', 'C63')",19344.798
"('C67', 'C64')",63401.211
"('C67', 'C65')",82806.651
"('C67', 'C66')",16797.834
"('C67', 'C67')",9999999.0
"('C67', 'C68')",67676.472
"('C67', 'C69')",18253.242
"('C67', 'C70')",68768.028
"('C67', 'C71')",46391.13
"('C67', 'C72')",24256.8
"('C67', 'C73')",56942.838
"('C67', 'C74')",2850.174
"('C67', 'C75')",56821.554
"('C67', 'C76')",81715.095
"('C67', 'C77')",47482.686
"('C67', 'C78')",24772.257
"('C67', 'C79')",60035.58
"('C67', 'C80')",62188.371
"('C67', 'C81')",24772.257
"('C67', 'C82')",21891.762
"('C67', 'C83')",67221.657
"('C67', 'C84')",38537.991
"('C67', 'C85')",41994.585
"('C67', 'C86')",80108.082
"('C67', 'C87')",66493.953
"('C67', 'C88')",72224.622
"('C68', 'C39')",36172.953
"('C68', 'C40')",53061.75
"('C68', 'C41')",58064.715
"('C68', 'C42')",42691.968
"('C68', 'C43')",38932.164
"('C68', 'C44')",51576.021
"('C68', 'C45')",15342.426
"('C68', 'C46')",26985.69
"('C68', 'C47')",79198.452
"('C68', 'C48')",24590.331
"('C68', 'C49')",86475.492
"('C68', 'C50')",42570.684
"('C68', 'C51')",23711.022
"('C68', 'C52')",20557.638
"('C68', 'C53')",14493.438
"('C68', 'C54')",11431.017
"('C68', 'C55')",40235.967
"('C68', 'C56')",19496.403
"('C68', 'C57')",45269.253
"('C68', 'C58')",83170.503
"('C68', 'C59')",19011.267
"('C68', 'C60')",25287.714
"('C68', 'C61')",91144.926
"('C68', 'C62')",55972.566
"('C68', 'C63')",64341.162
"('C68', 'C64')",43237.746
"('C68', 'C65')",38780.559
"('C68', 'C66')",76348.278
"('C68', 'C67')",73558.746
"('C68', 'C68')",9999999.0
"('C68', 'C69')",50120.613
"('C68', 'C70')",7489.287
"('C68', 'C71')",84201.417
"('C68', 'C72')",52758.54
"('C68', 'C73')",23013.639
"('C68', 'C74')",65068.866
"('C68', 'C75')",58762.098
"('C68', 'C76')",37689.003
"('C68', 'C77')",107033.13
"('C68', 'C78')",58944.024
"('C68', 'C79')",5245.533
"('C68', 'C80')",14190.228
"('C68', 'C81')",62582.544
"('C68', 'C82')",59671.728
"('C68', 'C83')",13098.672
"('C68', 'C84')",32777.001
"('C68', 'C85')",31958.334
"('C68', 'C86')",29320.407
"('C68', 'C87')",51909.552
"('C68', 'C88')",12310.326
"('C69', 'C39')",29108.16
"('C69', 'C40')",10915.56
"('C69', 'C41')",12128.4
"('C69', 'C42')",67949.361
"('C69', 'C43')",14584.401
"('C69', 'C44')",28228.851
"('C69', 'C45')",47876.859
"('C69', 'C46')",60702.642
"('C69', 'C47')",32534.433
"('C69', 'C48')",45633.105
"('C69', 'C49')",39690.189
"('C69', 'C50')",13735.413
"('C69', 'C51')",50666.391
"('C69', 'C52')",53759.133
"('C69', 'C53')",51515.379
"('C69', 'C54')",44844.759
"('C69', 'C55')",42904.215
"('C69', 'C56')",35020.755
"('C69', 'C57')",24954.183
"('C69', 'C58')",36476.163
"('C69', 'C59')",32291.865
"('C69', 'C60')",58216.32
"('C69', 'C61')",44359.623
"('C69', 'C62')",27440.505
"('C69', 'C63')",20800.206
"('C69', 'C64')",62067.087
"('C69', 'C65')",65735.928
"('C69', 'C66')",29684.259
"('C69', 'C67')",19526.724
"('C69', 'C68')",50636.07
"('C69', 'C69')",9999999.0
"('C69', 'C70')",51697.305
"('C69', 'C71')",37416.114
"('C69', 'C72')",14766.327
"('C69', 'C73')",39872.115
"('C69', 'C74')",18374.526
"('C69', 'C75')",52515.972
"('C69', 'C76')",64644.372
"('C69', 'C77')",60369.111
"('C69', 'C78')",15524.352
"('C69', 'C79')",42995.178
"('C69', 'C80')",45147.969
"('C69', 'C81')",16646.229
"('C69', 'C82')",13735.413
"('C69', 'C83')",50150.934
"('C69', 'C84')",23680.701
"('C69', 'C85')",33929.199
"('C69', 'C86')",63037.359
"('C69', 'C87')",65159.829
"('C69', 'C88')",55153.899
"('C70', 'C39')",38447.028
"('C70', 'C40')",55335.825
"('C70', 'C41')",60338.79
"('C70', 'C42')",44966.043
"('C70', 'C43')",41175.918
"('C70', 'C44')",53850.096
"('C70', 'C45')",17616.501
"('C70', 'C46')",27440.505
"('C70', 'C47')",81472.527
"('C70', 'C48')",26834.085
"('C70', 'C49')",88749.567
"('C70', 'C50')",44844.759
"('C70', 'C51')",25985.097
"('C70', 'C52')",22285.935
"('C70', 'C53')",16161.093
"('C70', 'C54')",14372.154
"('C70', 'C55')",42510.042
"('C70', 'C56')",21770.478
"('C70', 'C57')",47513.007
"('C70', 'C58')",85414.257
"('C70', 'C59')",21285.342
"('C70', 'C60')",25742.529
"('C70', 'C61')",93419.001
"('C70', 'C62')",58216.32
"('C70', 'C63')",66615.237
"('C70', 'C64')",45481.5
"('C70', 'C65')",41054.634
"('C70', 'C66')",78622.353
"('C70', 'C67')",75832.821
"('C70', 'C68')",7337.682
"('C70', 'C69')",52394.688
"('C70', 'C70')",9999999.0
"('C70', 'C71')",86475.492
"('C70', 'C72')",55032.615
"('C70', 'C73')",26470.233
"('C70', 'C74')",67342.941
"('C70', 'C75')",61036.173
"('C70', 'C76')",39963.078
"('C70', 'C77')",109307.205
"('C70', 'C78')",61187.778
"('C70', 'C79')",7489.287
"('C70', 'C80')",17646.822
"('C70', 'C81')",64826.298
"('C70', 'C82')",61945.803
"('C70', 'C83')",16555.266
"('C70', 'C84')",36203.274
"('C70', 'C85')",34202.088
"('C70', 'C86')",26955.369
"('C70', 'C87')",51757.947
"('C70', 'C88')",12765.141
"('C71', 'C39')",48756.168
"('C71', 'C40')",30199.716
"('C71', 'C41')",47755.575
"('C71', 'C42')",65735.928
"('C71', 'C43')",46300.167
"('C71', 'C44')",30321.0
"('C71', 'C45')",63188.964
"('C71', 'C46')",83898.207
"('C71', 'C47')",62127.729
"('C71', 'C48')",60945.21
"('C71', 'C49')",7458.966
"('C71', 'C50')",45451.179
"('C71', 'C51')",73861.956
"('C71', 'C52')",85474.899
"('C71', 'C53')",83231.145
"('C71', 'C54')",76560.525
"('C71', 'C55')",43844.166
"('C71', 'C56')",66736.521
"('C71', 'C57')",45724.068
"('C71', 'C58')",30593.889
"('C71', 'C59')",63977.31
"('C71', 'C60')",81381.564
"('C71', 'C61')",12128.4
"('C71', 'C62')",28198.53
"('C71', 'C63')",54032.022
"('C71', 'C64')",59853.654
"('C71', 'C65')",72224.622
"('C71', 'C66')",59277.555
"('C71', 'C67')",43086.141
"('C71', 'C68')",82321.515
"('C71', 'C69')",38810.88
"('C71', 'C70')",83413.071
"('C71', 'C71')",9999999.0
"('C71', 'C72')",46209.204
"('C71', 'C73')",71587.881
"('C71', 'C74')",44450.586
"('C71', 'C75')",53273.997
"('C71', 'C76')",73194.894
"('C71', 'C77')",89962.407
"('C71', 'C78')",25136.109
"('C71', 'C79')",74680.623
"('C71', 'C80')",76863.735
"('C71', 'C81')",52273.404
"('C71', 'C82')",49362.588
"('C71', 'C83')",81866.7
"('C71', 'C84')",55396.467
"('C71', 'C85')",55093.257
"('C71', 'C86')",94753.125
"('C71', 'C87')",62946.396
"('C71', 'C88')",87294.159
"('C72', 'C39')",38174.139
"('C72', 'C40')",24317.442
"('C72', 'C41')",6155.163
"('C72', 'C42')",77045.661
"('C72', 'C43')",23680.701
"('C72', 'C44')",41630.733
"('C72', 'C45')",56973.159
"('C72', 'C46')",69798.942
"('C72', 'C47')",38507.67
"('C72', 'C48')",54699.084
"('C72', 'C49')",53092.071
"('C72', 'C50')",22831.713
"('C72', 'C51')",59762.691
"('C72', 'C52')",51181.848
"('C72', 'C53')",48938.094
"('C72', 'C54')",42297.795
"('C72', 'C55')",52000.515
"('C72', 'C56')",44117.055
"('C72', 'C57')",35051.076
"('C72', 'C58')",42479.721
"('C72', 'C59')",41357.844
"('C72', 'C60')",67282.299
"('C72', 'C61')",57761.505
"('C72', 'C62')",40872.708
"('C72', 'C63')",17070.723
"('C72', 'C64')",71163.387
"('C72', 'C65')",74832.228
"('C72', 'C66')",35657.496
"('C72', 'C67')",25621.245
"('C72', 'C68')",59702.049
"('C72', 'C69')",10278.819
"('C72', 'C70')",55366.146
"('C72', 'C71')",50817.996
"('C72', 'C72')",9999999.0
"('C72', 'C73')",35263.323
"('C72', 'C74')",24378.084
"('C72', 'C75')",65948.175
"('C72', 'C76')",73740.672
"('C72', 'C77')",66342.348
"('C72', 'C78')",28926.234
"('C72', 'C79')",52061.157
"('C72', 'C80')",42570.684
"('C72', 'C81')",12916.746
"('C72', 'C82')",12643.857
"('C72', 'C83')",47573.649
"('C72', 'C84')",22589.145
"('C72', 'C85')",43025.499
"('C72', 'C86')",60460.074
"('C72', 'C87')",74256.129
"('C72', 'C88')",64219.878
"('C73', 'C39')",26864.406
"('C73', 'C40')",47876.859
"('C73', 'C41')",48513.6
"('C73', 'C42')",54668.763
"('C73', 'C43')",29381.049
"('C73', 'C44')",40933.35
"('C73', 'C45')",31200.309
"('C73', 'C46')",45693.747
"('C73', 'C47')",69677.658
"('C73', 'C48')",29290.086
"('C73', 'C49')",81078.354
"('C73', 'C50')",33049.89
"('C73', 'C51')",35657.496
"('C73', 'C52')",18495.81
"('C73', 'C53')",17616.501
"('C73', 'C54')",14917.932
"('C73', 'C55')",36415.521
"('C73', 'C56')",19678.329
"('C73', 'C57')",40054.041
"('C73', 'C58')",73619.388
"('C73', 'C59')",17282.97
"('C73', 'C60')",43207.425
"('C73', 'C61')",85747.788
"('C73', 'C62')",45299.574
"('C73', 'C63')",48786.489
"('C73', 'C64')",55184.22
"('C73', 'C65')",50727.033
"('C73', 'C66')",66827.484
"('C73', 'C67')",68586.102
"('C73', 'C68')",24923.862
"('C73', 'C69')",40599.819
"('C73', 'C70')",27986.283
"('C73', 'C71')",78804.279
"('C73', 'C72')",37325.151
"('C73', 'C73')",9999999.0
"('C73', 'C74')",55548.072
"('C73', 'C75')",52212.762
"('C73', 'C76')",49635.477
"('C73', 'C77')",97512.336
"('C73', 'C78')",54274.59
"('C73', 'C79')",23559.417
"('C73', 'C80')",11582.622
"('C73', 'C81')",44632.512
"('C73', 'C82')",44389.944
"('C73', 'C83')",20193.786
"('C73', 'C84')",18374.526
"('C73', 'C85')",27470.826
"('C73', 'C86')",27774.036
"('C73', 'C87')",58701.456
"('C73', 'C88')",35354.286
"('C74', 'C39')",37264.509
"('C74', 'C40')",16343.019
"('C74', 'C41')",19738.971
"('C74', 'C42')",71254.35
"('C74', 'C43')",28956.555
"('C74', 'C44')",30078.432
"('C74', 'C45')",47846.538
"('C74', 'C46')",68555.781
"('C74', 'C47')",25894.134
"('C74', 'C48')",45602.784
"('C74', 'C49')",27228.258
"('C74', 'C50')",28107.567
"('C74', 'C51')",58519.53
"('C74', 'C52')",68131.287
"('C74', 'C53')",65887.533
"('C74', 'C54')",59216.913
"('C74', 'C55')",44541.549
"('C74', 'C56')",49362.588
"('C74', 'C57')",30381.642
"('C74', 'C58')",29835.864
"('C74', 'C59')",46633.698
"('C74', 'C60')",66039.138
"('C74', 'C61')",26015.418
"('C74', 'C62')",29290.086
"('C74', 'C63')",17282.97
"('C74', 'C64')",65372.076
"('C74', 'C65')",73589.067
"('C74', 'C66')",23043.96
"('C74', 'C67')",2728.89
"('C74', 'C68')",64977.903
"('C74', 'C69')",15069.537
"('C74', 'C70')",66069.459
"('C74', 'C71')",41752.017
"('C74', 'C72')",23741.343
"('C74', 'C73')",54244.269
"('C74', 'C74')",9999999.0
"('C74', 'C75')",54395.874
"('C74', 'C76')",72467.19
"('C74', 'C77')",53728.812
"('C74', 'C78')",20133.144
